maxx,maxy,minx,miny,no_priority,priority1,priority2,priority3,priority4,priority5,subject_id
9477379.3626,3173249.7876,9474116.4570,3169996.4366,0.9979,0.0000,0.0001,0.0000,0.0000,0.0020,11289
9477379.3626,3231953.4253,9474116.4570,3228700.0743,0.9998,0.0000,0.0000,0.0000,0.0000,0.0001,11397
9513252.2155,3183038.5046,9509989.3098,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11620
9519778.0267,3212385.5461,9516515.1211,3209132.1951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11698
9523040.9324,3248267.9536,9519778.0267,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11705
9428464.4418,3202606.3838,9425201.5362,3199343.4782,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10671
9467600.2003,3205869.2894,9464337.2947,3202606.3838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11037
9467600.2003,3261310.0215,9464337.2947,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11150
9487168.0796,3222174.2630,9483905.1739,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11346
9480642.2683,3241742.1423,9477379.3626,3238479.2366,0.0000,0.0000,0.9999,0.0000,0.0000,0.0000,11380
9480642.2683,3267835.8328,9477379.3626,3264572.9272,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,11404
9500210.1475,3248267.9536,9496947.2419,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11541
9506735.9588,3264572.9272,9503473.0532,3261310.0215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11585
9513252.2155,3202606.3838,9509989.3098,3199343.4782,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11645
9513252.2155,3251521.3046,9509989.3098,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11760
9431717.7929,3212385.5461,9428464.4418,3209132.1951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10725
9441506.5098,3205869.2894,9438243.6041,3202606.3838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10804
9441506.5098,3199343.4782,9438243.6041,3196080.5725,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10816
9441506.5098,3248267.9536,9438243.6041,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10870
9454548.5777,3231953.4253,9451285.6721,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11128
9457811.4834,3251521.3046,9454548.5777,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11165
9513252.2155,3186301.4102,9509989.3098,3183038.5046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11614
9516515.1211,3267835.8328,9513252.2155,3264572.9272,0.9920,0.0000,0.0030,0.0000,0.0002,0.0047,11739
9532820.0947,3212385.5461,9529557.1891,3209132.1951,0.9998,0.0000,0.0000,0.0000,0.0002,0.0000,11845
9415412.8193,3222174.2630,9412149.9136,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10702
9434980.6985,3176512.6933,9431717.7929,3173249.7876,0.9998,0.0000,0.0000,0.0000,0.0000,0.0002,10784
9441506.5098,3192817.6669,9438243.6041,3189564.3158,0.0000,0.0000,0.0001,0.0000,0.0001,0.9998,10828
9434980.6985,3258047.1159,9431717.7929,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10922
9483905.1739,3189564.3158,9480642.2683,3186301.4102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11261
9477379.3626,3284140.8064,9474116.4570,3280877.9008,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11443
9493684.3362,3235216.3310,9490421.4306,3231953.4253,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,11563
9513252.2155,3228700.0743,9509989.3098,3225437.1687,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11666
9428464.4418,3218911.3574,9425201.5362,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10712
9451285.6721,3192817.6669,9448032.3211,3189564.3158,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10831
9474116.4570,3169996.4366,9470853.5513,3166733.5310,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11222
9490421.4306,3231953.4253,9487168.0796,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11401
9536083.0003,3179775.5989,9532820.0947,3176512.6933,0.9997,0.0000,0.0000,0.0000,0.0001,0.0002,11784
9451285.6721,3254784.2102,9448032.3211,3251521.3046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10933
9441506.5098,3284140.8064,9438243.6041,3280877.9008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10948
9493684.3362,3163470.6253,9490421.4306,3160207.7197,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11480
9519778.0267,3215648.4517,9516515.1211,3212385.5461,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,11692
9516515.1211,3212385.5461,9513252.2155,3209132.1951,0.9999,0.0000,0.0000,0.0000,0.0001,0.0000,11697
9434980.6985,3186301.4102,9431717.7929,3183038.5046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10767
9464337.2947,3189564.3158,9461074.3890,3186301.4102,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,10997
9461074.3890,3264572.9272,9457811.4834,3261310.0215,0.9986,0.0000,0.0001,0.0000,0.0001,0.0012,11142
9483905.1739,3160207.7197,9480642.2683,3156944.8140,0.9997,0.0000,0.0000,0.0000,0.0003,0.0000,11243
9483905.1739,3173249.7876,9480642.2683,3169996.4366,0.8518,0.0004,0.0084,0.0000,0.0583,0.0811,11291
9480642.2683,3258047.1159,9477379.3626,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11422
9506735.9588,3254784.2102,9503473.0532,3251521.3046,0.9920,0.0000,0.0030,0.0000,0.0002,0.0047,11601
9438243.6041,3267835.8328,9434980.6985,3264572.9272,0.9823,0.0000,0.0011,0.0000,0.0014,0.0151,10905
9477379.3626,3254784.2102,9474116.4570,3251521.3046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11427
9500210.1475,3267835.8328,9496947.2419,3264572.9272,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11577
9506735.9588,3261310.0215,9503473.0532,3258047.1159,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11591
9545871.7173,3173249.7876,9542608.8116,3169996.4366,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,11799
9438243.6041,3173249.7876,9434980.6985,3169996.4366,0.9993,0.0000,0.0000,0.0000,0.0000,0.0006,10791
9467600.2003,3264572.9272,9464337.2947,3261310.0215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11144
9493684.3362,3169996.4366,9490421.4306,3166733.5310,0.0000,0.0000,0.0000,0.0000,0.0001,0.9999,11468
9519778.0267,3196080.5725,9516515.1211,3192817.6669,0.0000,0.0000,0.0020,0.0000,0.0006,0.9974,11659
9441506.5098,3218911.3574,9438243.6041,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10852
9441506.5098,3235216.3310,9438243.6041,3231953.4253,0.9784,0.0002,0.0034,0.0000,0.0015,0.0166,10894
9467600.2003,3271089.1838,9464337.2947,3267835.8328,0.9994,0.0000,0.0002,0.0000,0.0001,0.0002,11204
9487168.0796,3186301.4102,9483905.1739,3183038.5046,0.9823,0.0000,0.0011,0.0000,0.0014,0.0151,11268
9483905.1739,3218911.3574,9480642.2683,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11351
9493684.3362,3264572.9272,9490421.4306,3261310.0215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11581
9523040.9324,3179775.5989,9519778.0267,3176512.6933,0.9996,0.0000,0.0001,0.0000,0.0000,0.0003,11627
9415412.8193,3196080.5725,9412149.9136,3192817.6669,0.0000,0.0000,0.9999,0.0000,0.0000,0.0001,10679
9438243.6041,3156944.8140,9434980.6985,3153681.9084,0.9996,0.0000,0.0001,0.0000,0.0002,0.0002,10752
9441506.5098,3209132.1951,9438243.6041,3205869.2894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10798
9444769.4154,3274352.0895,9441506.5098,3271089.1838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10967
9467600.2003,3235216.3310,9464337.2947,3231953.4253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11126
9477379.3626,3196080.5725,9474116.4570,3192817.6669,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11319
9503473.0532,3160207.7197,9500210.1475,3156944.8140,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11489
9428464.4418,3225437.1687,9425201.5362,3222174.2630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10700
9434980.6985,3209132.1951,9431717.7929,3205869.2894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10796
9474116.4570,3261310.0215,9470853.5513,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11414
9483905.1739,3277614.9951,9480642.2683,3274352.0895,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11454
9516515.1211,3186301.4102,9513252.2155,3183038.5046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11615
9516515.1211,3192817.6669,9513252.2155,3189564.3158,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11664
9536083.0003,3173249.7876,9532820.0947,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11796
9461074.3890,3189564.3158,9457811.4834,3186301.4102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10996
9470853.5513,3205869.2894,9467600.2003,3202606.3838,0.9978,0.0000,0.0002,0.0000,0.0007,0.0013,11038
9457811.4834,3196080.5725,9454548.5777,3192817.6669,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,11052
9461074.3890,3235216.3310,9457811.4834,3231953.4253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11124
9493684.3362,3189564.3158,9490421.4306,3186301.4102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11504
9519778.0267,3202606.3838,9516515.1211,3199343.4782,0.6462,0.0167,0.0998,0.0008,0.0235,0.2130,11647
9516515.1211,3248267.9536,9513252.2155,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11703
9441506.5098,3153681.9084,9438243.6041,3150428.5574,0.0000,0.0000,0.0004,0.0000,0.0001,0.9995,10757
9464337.2947,3235216.3310,9461074.3890,3231953.4253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11125
9454548.5777,3251521.3046,9451285.6721,3248267.9536,0.9982,0.0000,0.0006,0.0000,0.0002,0.0010,11164
9480642.2683,3186301.4102,9477379.3626,3183038.5046,0.9998,0.0000,0.0000,0.0000,0.0000,0.0002,11266
9490421.4306,3179775.5989,9487168.0796,3176512.6933,0.9362,0.0010,0.0073,0.0000,0.0327,0.0228,11281
9487168.0796,3231953.4253,9483905.1739,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11400
9500210.1475,3238479.2366,9496947.2419,3235216.3310,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11559
9523040.9324,3186301.4102,9519778.0267,3183038.5046,0.9994,0.0000,0.0001,0.0000,0.0000,0.0005,11617
9444769.4154,3248267.9536,9441506.5098,3245005.0479,0.9620,0.0000,0.0342,0.0000,0.0011,0.0027,10871
9470853.5513,3254784.2102,9467600.2003,3251521.3046,0.9950,0.0000,0.0005,0.0000,0.0009,0.0036,11163
9483905.1739,3264572.9272,9480642.2683,3261310.0215,0.9927,0.0000,0.0002,0.0000,0.0001,0.0070,11411
9519778.0267,3183038.5046,9516515.1211,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11622
9545871.7173,3235216.3310,9542608.8116,3231953.4253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11867
9431717.7929,3218911.3574,9428464.4418,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10713
9464337.2947,3199343.4782,9461074.3890,3196080.5725,0.9995,0.0000,0.0002,0.0000,0.0001,0.0003,11048
9454548.5777,3258047.1159,9451285.6721,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11152
9483905.1739,3241742.1423,9480642.2683,3238479.2366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11381
9532820.0947,3176512.6933,9529557.1891,3173249.7876,0.9994,0.0000,0.0001,0.0000,0.0000,0.0005,11789
9545871.7173,3212385.5461,9542608.8116,3209132.1951,0.9601,0.0003,0.0134,0.0000,0.0039,0.0222,11848
9454548.5777,3179775.5989,9451285.6721,3176512.6933,0.8973,0.0007,0.0175,0.0001,0.0396,0.0447,11012
9513252.2155,3192817.6669,9509989.3098,3189564.3158,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11663
9431717.7929,3196080.5725,9428464.4418,3192817.6669,0.0253,0.0008,0.9687,0.0001,0.0028,0.0023,10684
9461074.3890,3241742.1423,9457811.4834,3238479.2366,0.9978,0.0000,0.0002,0.0000,0.0007,0.0013,11112
9464337.2947,3277614.9951,9461074.3890,3274352.0895,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11191
9480642.2683,3271089.1838,9477379.3626,3267835.8328,0.9984,0.0000,0.0004,0.0000,0.0001,0.0011,11464
9516515.1211,3196080.5725,9513252.2155,3192817.6669,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,11658
9464337.2947,3176512.6933,9461074.3890,3173249.7876,0.0000,0.0002,0.9997,0.0000,0.0001,0.0000,11019
9470853.5513,3199343.4782,9467600.2003,3196080.5725,0.1618,0.0003,0.0014,0.0000,0.8348,0.0017,11050
9477379.3626,3215648.4517,9474116.4570,3212385.5461,0.8915,0.0012,0.0183,0.0002,0.0117,0.0772,11355
9529557.1891,3264572.9272,9526303.8380,3261310.0215,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11744
9513252.2155,3258047.1159,9509989.3098,3254784.2102,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11748
9542608.8116,3189564.3158,9539345.9060,3186301.4102,0.0100,0.0000,0.0002,0.0000,0.9890,0.0008,11769
9477379.3626,3160207.7197,9474116.4570,3156944.8140,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11241
9467600.2003,3218911.3574,9464337.2947,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11084
9490421.4306,3173249.7876,9487168.0796,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11293
9487168.0796,3202606.3838,9483905.1739,3199343.4782,0.9999,0.0000,0.0000,0.0000,0.0001,0.0000,11310
9490421.4306,3261310.0215,9487168.0796,3258047.1159,0.9956,0.0000,0.0001,0.0000,0.0006,0.0037,11419
9496947.2419,3264572.9272,9493684.3362,3261310.0215,0.9779,0.0003,0.0024,0.0001,0.0041,0.0152,11582
9496947.2419,3258047.1159,9493684.3362,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11593
9523040.9324,3209132.1951,9519778.0267,3205869.2894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11636
9526303.8380,3261310.0215,9523040.9324,3258047.1159,0.9278,0.0004,0.0086,0.0000,0.0032,0.0600,11746
9451285.6721,3166733.5310,9448032.3211,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10741
9434980.6985,3228700.0743,9431717.7929,3225437.1687,0.9997,0.0000,0.0000,0.0000,0.0000,0.0003,10832
9464337.2947,3169996.4366,9461074.3890,3166733.5310,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10980
9470853.5513,3261310.0215,9467600.2003,3258047.1159,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,11151
9457811.4834,3284140.8064,9454548.5777,3280877.9008,0.9927,0.0000,0.0002,0.0000,0.0001,0.0070,11177
9480642.2683,3160207.7197,9477379.3626,3156944.8140,0.9994,0.0000,0.0001,0.0000,0.0002,0.0003,11242
9483905.1739,3153681.9084,9480642.2683,3150428.5574,0.0720,0.0085,0.0441,0.0004,0.0616,0.8133,11255
9513252.2155,3215648.4517,9509989.3098,3212385.5461,0.0000,0.0018,0.9438,0.0004,0.0143,0.0397,11690
9529557.1891,3205869.2894,9526303.8380,3202606.3838,0.9999,0.0000,0.0000,0.0000,0.0001,0.0000,11644
9434980.6985,3280877.9008,9431717.7929,3277614.9951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10952
9461074.3890,3254784.2102,9457811.4834,3251521.3046,0.9998,0.0000,0.0000,0.0000,0.0002,0.0000,11160
9487168.0796,3264572.9272,9483905.1739,3261310.0215,0.9997,0.0000,0.0000,0.0000,0.0003,0.0000,11412
9483905.1739,3251521.3046,9480642.2683,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11435
9496947.2419,3179775.5989,9493684.3362,3176512.6933,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11523
9532820.0947,3202606.3838,9529557.1891,3199343.4782,0.0000,0.0000,0.0000,0.0000,0.9965,0.0035,11808
9467600.2003,3209132.1951,9464337.2947,3205869.2894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11031
9490421.4306,3147165.6517,9487168.0796,3143902.7461,0.0468,0.0003,0.9482,0.0000,0.0019,0.0027,11213
9493684.3362,3160207.7197,9490421.4306,3156944.8140,0.5421,0.0044,0.0294,0.0003,0.1865,0.2374,11486
9545871.7173,3199343.4782,9542608.8116,3196080.5725,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11816
9500210.1475,3173249.7876,9496947.2419,3169996.4366,0.9998,0.0000,0.0000,0.0000,0.0002,0.0000,11535
9444769.4154,3251521.3046,9441506.5098,3248267.9536,0.0026,0.0011,0.9432,0.0002,0.0169,0.0360,10937
9493684.3362,3245005.0479,9490421.4306,3241742.1423,0.9947,0.0000,0.0004,0.0000,0.0039,0.0010,11545
9444769.4154,3163470.6253,9441506.5098,3160207.7197,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10744
9483905.1739,3245005.0479,9480642.2683,3241742.1423,0.9997,0.0000,0.0001,0.0000,0.0001,0.0000,11375
9503473.0532,3166733.5310,9500210.1475,3163470.6253,0.9971,0.0000,0.0001,0.0000,0.0021,0.0006,11477
9516515.1211,3222174.2630,9513252.2155,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11679
9438243.6041,3264572.9272,9434980.6985,3261310.0215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10911
9483905.1739,3147165.6517,9480642.2683,3143902.7461,0.0000,0.9992,0.0005,0.0000,0.0000,0.0003,11211
9474116.4570,3199343.4782,9470853.5513,3196080.5725,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11312
9496947.2419,3235216.3310,9493684.3362,3231953.4253,0.9834,0.0002,0.0028,0.0000,0.0095,0.0040,11564
9477379.3626,3183038.5046,9474116.4570,3179775.5989,0.9937,0.0000,0.0002,0.0000,0.0033,0.0027,11271
9516515.1211,3202606.3838,9513252.2155,3199343.4782,0.9509,0.0009,0.0040,0.0002,0.0294,0.0146,11646
9428464.4418,3215648.4517,9425201.5362,3212385.5461,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,10718
9483905.1739,3166733.5310,9480642.2683,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11231
9477379.3626,3218911.3574,9474116.4570,3215648.4517,0.9871,0.0003,0.0083,0.0002,0.0034,0.0006,11349
9513252.2155,3212385.5461,9509989.3098,3209132.1951,0.0000,0.9546,0.0226,0.0003,0.0040,0.0184,11696
9529557.1891,3228700.0743,9526303.8380,3225437.1687,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11671
9526303.8380,3251521.3046,9523040.9324,3248267.9536,0.7440,0.0004,0.0044,0.0000,0.0153,0.2358,11764
9438243.6041,3183038.5046,9434980.6985,3179775.5989,0.9995,0.0000,0.0000,0.0000,0.0004,0.0001,10773
9438243.6041,3228700.0743,9434980.6985,3225437.1687,0.9992,0.0000,0.0002,0.0000,0.0001,0.0005,10833
9532820.0947,3173249.7876,9529557.1891,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11795
9448032.3211,3183038.5046,9444769.4154,3179775.5989,0.0069,0.0000,0.0051,0.0000,0.9874,0.0005,10776
9444769.4154,3205869.2894,9441506.5098,3202606.3838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10805
9516515.1211,3251521.3046,9513252.2155,3248267.9536,0.9916,0.0001,0.0010,0.0000,0.0039,0.0034,11761
9545871.7173,3179775.5989,9542608.8116,3176512.6933,0.9232,0.0014,0.0135,0.0001,0.0126,0.0492,11787
9448032.3211,3215648.4517,9444769.4154,3212385.5461,0.9951,0.0000,0.0005,0.0000,0.0014,0.0030,10860
9451285.6721,3258047.1159,9448032.3211,3254784.2102,0.9992,0.0000,0.0002,0.0000,0.0001,0.0005,10927
9451285.6721,3251521.3046,9448032.3211,3248267.9536,0.1765,0.0023,0.0237,0.0001,0.0215,0.7759,10939
9490421.4306,3267835.8328,9487168.0796,3264572.9272,0.9976,0.0000,0.0012,0.0000,0.0002,0.0009,11407
9415412.8193,3218911.3574,9412149.9136,3215648.4517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10708
9470853.5513,3248267.9536,9467600.2003,3245005.0479,0.9986,0.0000,0.0000,0.0000,0.0014,0.0000,11103
9487168.0796,3258047.1159,9483905.1739,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11424
9506735.9588,3251521.3046,9503473.0532,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11607
9441506.5098,3261310.0215,9438243.6041,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10918
9438243.6041,3280877.9008,9434980.6985,3277614.9951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10953
9457811.4834,3271089.1838,9454548.5777,3267835.8328,0.9979,0.0000,0.0002,0.0000,0.0010,0.0008,11201
9490421.4306,3205869.2894,9487168.0796,3202606.3838,0.9994,0.0000,0.0000,0.0000,0.0005,0.0001,11305
9474116.4570,3225437.1687,9470853.5513,3222174.2630,0.9926,0.0001,0.0015,0.0000,0.0046,0.0012,11336
9487168.0796,3212385.5461,9483905.1739,3209132.1951,0.0000,0.0159,0.9801,0.0014,0.0012,0.0014,11364
9441506.5098,3166733.5310,9438243.6041,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10738
9467600.2003,3228700.0743,9464337.2947,3225437.1687,0.9443,0.0000,0.0018,0.0000,0.0420,0.0119,11066
9490421.4306,3258047.1159,9487168.0796,3254784.2102,0.9994,0.0000,0.0003,0.0000,0.0002,0.0002,11425
9451285.6721,3150428.5574,9448032.3211,3147165.6517,0.9706,0.0004,0.0124,0.0000,0.0021,0.0145,10729
9483905.1739,3202606.3838,9480642.2683,3199343.4782,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11309
9483905.1739,3254784.2102,9480642.2683,3251521.3046,0.9999,0.0000,0.0000,0.0000,0.0001,0.0000,11429
9418675.7249,3228700.0743,9415412.8193,3225437.1687,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10691
9532820.0947,3189564.3158,9529557.1891,3186301.4102,0.9988,0.0000,0.0005,0.0000,0.0000,0.0006,11766
9461074.3890,3261310.0215,9457811.4834,3258047.1159,0.9953,0.0000,0.0024,0.0000,0.0010,0.0013,11148
9509989.3098,3166733.5310,9506735.9588,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11479
9421938.6306,3196080.5725,9418675.7249,3192817.6669,0.9954,0.0000,0.0001,0.0000,0.0028,0.0017,10681
9431717.7929,3222174.2630,9428464.4418,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10707
9434980.6985,3287403.7120,9431717.7929,3284140.8064,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10940
9483905.1739,3258047.1159,9480642.2683,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11423
9434980.6985,3179775.5989,9431717.7929,3176512.6933,0.9994,0.0000,0.0000,0.0000,0.0004,0.0002,10778
9451285.6721,3222174.2630,9448032.3211,3218911.3574,0.9802,0.0004,0.0037,0.0000,0.0033,0.0124,10849
9457811.4834,3235216.3310,9454548.5777,3231953.4253,0.9965,0.0000,0.0007,0.0000,0.0016,0.0011,11123
9506735.9588,3231953.4253,9503473.0532,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11573
9513252.2155,3176512.6933,9509989.3098,3173249.7876,0.1765,0.0023,0.0237,0.0001,0.0215,0.7759,11628
9529557.1891,3222174.2630,9526303.8380,3218911.3574,0.9998,0.0000,0.0001,0.0000,0.0001,0.0000,11683
9467600.2003,3225437.1687,9464337.2947,3222174.2630,0.8039,0.0024,0.0449,0.0004,0.0858,0.0627,11072
9474116.4570,3277614.9951,9470853.5513,3274352.0895,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11451
9474116.4570,3271089.1838,9470853.5513,3267835.8328,0.9802,0.0004,0.0037,0.0000,0.0033,0.0124,11462
9526303.8380,3241742.1423,9523040.9324,3238479.2366,0.9862,0.0001,0.0027,0.0000,0.0065,0.0045,11718
9519778.0267,3251521.3046,9516515.1211,3248267.9536,0.9838,0.0002,0.0019,0.0000,0.0065,0.0076,11762
9425201.5362,3199343.4782,9421938.6306,3196080.5725,0.0056,0.0177,0.9677,0.0006,0.0038,0.0047,10676
9516515.1211,3176512.6933,9513252.2155,3173249.7876,0.9995,0.0000,0.0000,0.0000,0.0004,0.0000,11629
9493684.3362,3179775.5989,9490421.4306,3176512.6933,0.0510,0.0007,0.0294,0.0001,0.1095,0.8093,11522
9503473.0532,3248267.9536,9500210.1475,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11542
9523040.9324,3238479.2366,9519778.0267,3235216.3310,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11723
9539345.9060,3202606.3838,9536083.0003,3199343.4782,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11810
9444769.4154,3156944.8140,9441506.5098,3153681.9084,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10754
9519778.0267,3245005.0479,9516515.1211,3241742.1423,0.3863,0.0003,0.0016,0.0000,0.0011,0.6106,11710
9513252.2155,3241742.1423,9509989.3098,3238479.2366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11714
9529557.1891,3189564.3158,9526303.8380,3186301.4102,0.0819,0.0049,0.8478,0.0006,0.0629,0.0019,11613
9493684.3362,3231953.4253,9490421.4306,3228700.0743,0.9923,0.0001,0.0039,0.0000,0.0037,0.0000,11569
9493684.3362,3248267.9536,9490421.4306,3245005.0479,0.9999,0.0000,0.0000,0.0000,0.0001,0.0001,11539
9457811.4834,3241742.1423,9454548.5777,3238479.2366,0.9984,0.0000,0.0001,0.0000,0.0012,0.0002,11111
9487168.0796,3248267.9536,9483905.1739,3245005.0479,0.9949,0.0000,0.0012,0.0000,0.0030,0.0009,11370
9434980.6985,3261310.0215,9431717.7929,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10916
9513252.2155,3245005.0479,9509989.3098,3241742.1423,0.9997,0.0000,0.0000,0.0000,0.0002,0.0001,11708
9451285.6721,3267835.8328,9448032.3211,3264572.9272,0.9992,0.0000,0.0002,0.0000,0.0005,0.0001,10909
